03-04-2017 15:05:23.488,-,AT,"0,0013A20040A27C68,XBee-PRO 868 Single Channel,1061,COM7 - 9600/8/N/1/N,8"
03-04-2017 15:22:49.396,1077,RECV,2474726B2C31343A32323A34382E30302C343835392E363830322C39
03-04-2017 15:22:49.447,1078,RECV,35302E323234352C34382E3939343637312C392E3833373037352C31373933302E37302C35362E33382C39302E36
03-04-2017 15:22:49.528,1079,RECV,3730302C392C312C322C323431352C2D33392E39302C312E30300D0A
03-04-2017 15:22:53.374,1080,RECV,2474726B2C31343A32323A35322E30
03-04-2017 15:22:53.424,1081,RECV,302C343835392E363734382C3935302E333035392C34382E3939343537392C392E3833383433312C31373836312E
03-04-2017 15:22:53.496,1082,RECV,32302C35362E33382C39302E363730302C392C312C322C323431372C2D33392E39302C312E30300D0A
03-04-2017 15:22:55.386,1083,RECV,2474726B2C31343A32323A35342E3030
03-04-2017 15:22:55.437,1084,RECV,2C343835392E363732342C3935302E333434372C34382E3939343534312C392E3833393037392C31373832362E3430
03-04-2017 15:22:55.500,1085,RECV,2C35362E33382C39302E363730302C392C312C322C323431382C2D33392E39302C312E30300D0A
03-04-2017 15:22:59.363,1086,RECV,247472
03-04-2017 15:22:59.413,1087,RECV,6B2C31343A32323A35382E30302C343835392E363638392C3935302E343234392C34382E3939343438342C392E3834
03-04-2017 15:22:59.475,1088,RECV,303431352C31373736302E33302C35362E33382C39302E363730302C392C312C322C323432302C2D33392E39302C
03-04-2017 15:22:59.514,1089,RECV,312E30300D0A
03-04-2017 15:23:03.389,1090,RECV,2474726B2C31343A32333A322E30302C343835392E3636
03-04-2017 15:23:03.439,1091,RECV,36352C3935302E353038362C34382E3939343434322C392E3834313831302C31373639312E31302C35362E33382C
03-04-2017 15:23:03.521,1092,RECV,39302E363730302C392C312C322C323432322C2D33392E39302C312E30300D0A
03-04-2017 15:23:05.451,1093,RECV,2474726B2C31343A32333A342E30302C343835392E363634362C3935302E353438362C34382E
03-04-2017 15:23:05.501,1094,RECV,3939343430382C392E3834323437372C31373635362E39302C35362E33382C39302E363730302C392C312C322C32
03-04-2017 15:23:05.579,1095,RECV,3432332C2D33392E39302C312E30300D0A
03-04-2017 15:23:07.412,1096,RECV,2474726B2C31343A
03-04-2017 15:23:07.463,1097,RECV,32333A362E30302C343835392E363631362C3935302E353838382C34382E3939343336322C392E3834333134362C31
03-04-2017 15:23:07.538,1098,RECV,373632322E39302C35362E33382C39302E363730302C392C312C322C323432342C2D33392E39302C312E30300D0A
03-04-2017 15:23:09.472,1099,RECV,2474726B2C31343A
03-04-2017 15:23:09.522,1100,RECV,32333A382E30302C343835392E363538322C3935302E363239342C34382E3939343330352C392E3834333832332C
03-04-2017 15:23:09.608,1101,RECV,31373539312E36302C35362E33382C39302E363730302C392C312C322C323432352C2D33392E39302C312E30300D0A
03-04-2017 15:23:11.384,1102,RECV,2474726B2C31343A32333A31302E30302C343835392E363535332C
03-04-2017 15:23:11.434,1103,RECV,3935302E363733342C34382E3939343235352C392E3834343535372C31373535382E31302C35362E33382C39302E
03-04-2017 15:23:11.484,1104,RECV,363730302C392C312C322C323432362C2D33392E39302C312E30300D0A
03-04-2017 15:23:17.528,1105,RECV,2474726B2C31
03-04-2017 15:23:17.529,1106,RECV,343A32333A31362E30302C34383539
03-04-2017 15:23:17.578,1107,RECV,2E363531392C3935302E373935362C34382E3939343139382C392E3834363539332C31373435352E33302C35362E
03-04-2017 15:23:17.652,1108,RECV,33382C39302E363730302C392C312C322C323432392C2C0D0A
03-04-2017 15:23:25.380,1109,RECV,2474726B2C31343A32333A32342E30302C34383539
03-04-2017 15:23:25.430,1110,RECV,2E363531342C3935302E393439322C34382E3939343139302C392E3834393135342C31373332312E34302C35362E
03-04-2017 15:23:25.498,1111,RECV,33382C39302E363730302C392C312C322C323433332C2D33392E39302C312E30300D0A
03-04-2017 15:23:27.394,1112,RECV,2474726B2C31343A32333A32362E30302C343835392E363530392C3935302E393930392C3438
03-04-2017 15:23:27.444,1113,RECV,2E3939343138332C392E3834393834392C31373238372E33302C35362E33382C39302E363730302C392C312C322C
03-04-2017 15:23:27.507,1114,RECV,323433342C2D33392E39302C312E30300D0A
03-04-2017 15:23:29.360,1115,RECV,2474726B2C31343A
03-04-2017 15:23:29.410,1116,RECV,32333A32382E30302C343835392E363530342C3935312E303332302C34382E3939343137352C392E383530353333
03-04-2017 15:23:29.471,1117,RECV,2C31373235342E33302C35362E33382C39302E363730302C392C312C322C323433352C2D33392E39302C312E3030
03-04-2017 15:23:29.511,1118,RECV,0D0A
03-04-2017 15:23:31.371,1119,RECV,2474726B2C31343A3233
03-04-2017 15:23:31.421,1120,RECV,3A33302E30302C343835392E363530342C3935312E303734362C34382E3939343137352C392E3835313234332C31
03-04-2017 15:23:31.483,1121,RECV,373232312E31302C35362E33382C39302E363730302C392C312C322C323433362C2D33392E39302C312E30300D0A
03-04-2017 15:23:35.397,1122,RECV,2474726B2C31343A32333A33342E30302C343835392E363535332C3935312E313539362C34382E39393432
03-04-2017 15:23:35.448,1123,RECV,35352C392E3835323636302C31373135352E34302C35362E33382C39302E363730302C392C312C322C323433382C
03-04-2017 15:23:35.498,1124,RECV,2D33392E39302C312E30300D0A
03-04-2017 15:23:37.415,1125,RECV,2474726B2C3134
03-04-2017 15:23:37.464,1126,RECV,3A32333A33362E30302C343835392E363539372C3935312E323030392C34382E3939343332382C392E383533333439
03-04-2017 15:23:37.523,1127,RECV,2C31373132322E31302C35362E33382C39302E363730302C392C312C322C323433392C2D33392E39302C312E3030
03-04-2017 15:23:37.564,1128,RECV,0D0A
03-04-2017 15:23:39.379,1129,RECV,2474726B2C31343A32333A33382E30
03-04-2017 15:23:39.429,1130,RECV,302C343835392E363632312C3935312E323431392C34382E3939343337302C392E3835343033322C31373038392E39302C35362E33382C39302E363730
03-04-2017 15:23:39.505,1131,RECV,302C392C312C322C323434302C2D33392E39302C312E30300D0A
03-04-2017 15:23:41.549,1132,RECV,2474726B2C31343A32333A34302E30302C343835392E363634362C3935312E32
03-04-2017 15:23:41.599,1133,RECV,3739382C34382E3939343430382C392E3835343636332C31373035372E39302C35362E33382C39302E363730302C
03-04-2017 15:23:41.649,1134,RECV,392C312C322C323434312C2D33392E39302C312E30300D0A
03-04-2017 15:23:43.460,1135,RECV,2474726B2C31343A32333A34322E30302C343835392E363636352C3935312E333137392C3438
03-04-2017 15:23:43.510,1136,RECV,2E3939343434322C392E3835353239382C31373032342E39302C35362E33382C39302E363730302C392C312C322C323434322C2D33392E39302C312E30
03-04-2017 15:23:43.561,1137,RECV,300D0A
03-04-2017 15:23:45.372,1138,RECV,2474726B2C31343A32333A34342E30302C3438
03-04-2017 15:23:45.423,1139,RECV,35392E363638352C3935312E333536322C34382E3939343437332C392E3835353933372C31363939322E35302C35
03-04-2017 15:23:45.503,1140,RECV,362E33382C39302E363730302C392C312C322C323434332C2D33392E39302C312E30300D0A
03-04-2017 15:23:47.388,1141,RECV,2474726B2C31343A32333A34362E30302C343835392E363639392C3935312E333935352C
03-04-2017 15:23:47.438,1142,RECV,34382E3939343439392C392E3835363539322C31363935392E37302C35362E33382C39302E363730302C392C312C
03-04-2017 15:23:47.514,1143,RECV,322C323434342C2D33392E39302C312E30300D0A
03-04-2017 15:23:49.503,1144,RECV,2474
03-04-2017 15:23:49.553,1145,RECV,726B2C31343A32333A34382E30302C343835392E363730342C3935312E343333382C34382E3939343530372C392E
03-04-2017 15:23:49.631,1146,RECV,3835373232392C31363932372E35302C35362E33382C39302E363730302C392C312C322C323434352C2C0D0A
03-04-2017 15:23:51.365,1147,RECV,2474726B2C31343A
03-04-2017 15:23:51.415,1148,RECV,32333A35302E30302C343835392E363731342C3935312E343730372C34382E3939343532322C392E383537383435
03-04-2017 15:23:51.473,1149,RECV,2C31363839352E33302C35362E33382C39302E363730302C392C312C322C323434362C2D33392E39302C312E3030
03-04-2017 15:23:51.515,1150,RECV,0D0A
03-04-2017 15:23:53.379,1151,RECV,2474726B2C31343A32333A35322E30302C343835392E363733
03-04-2017 15:23:53.429,1152,RECV,382C3935312E353037342C34382E3939343536342C392E3835383435372C31363836332E31302C35362E33382C39
03-04-2017 15:23:53.502,1153,RECV,302E363730302C392C312C322C323434372C2D33392E39302C312E30300D0A
03-04-2017 15:23:55.392,1154,RECV,2474726B2C31343A32333A35342E30302C343835392E363735332C3935312E353434372C34382E393934
03-04-2017 15:23:55.442,1155,RECV,3538372C392E3835393037382C31363833312E32302C35362E33382C39302E363730302C392C312C322C32343438
03-04-2017 15:23:55.508,1156,RECV,2C2D33392E39302C312E30300D0A
03-04-2017 15:23:57.407,1157,RECV,2474726B2C31343A32333A35362E30302C343835392E363738372C3935312E353832362C34382E3939343634342C392E3835393731302C313637
03-04-2017 15:23:57.457,1158,RECV,39382E33302C35362E33382C39302E363730302C392C312C322C323434392C2D33392E39302C312E30300D0A
03-04-2017 15:24:01.383,1159,RECV,2474726B2C31343A32343A302E30302C343835392E363837302C3935312E3635
03-04-2017 15:24:01.433,1160,RECV,36322C34382E3939343738352C392E3836303933362C31363733322E32302C35362E33382C39302E363730302C39
03-04-2017 15:24:01.489,1161,RECV,2C312C322C323435312C2D33392E39302C312E30300D0A
03-04-2017 15:24:03.347,1162,RECV,2474
03-04-2017 15:24:03.399,1163,RECV,726B2C31343A32343A322E30302C343835392E363839302C3935312E363930312C34382E3939343831362C392E38
03-04-2017 15:24:03.449,1164,RECV,36313530322C31363639382E38302C35362E33382C39302E363730302C392C312C322C323435322C2D33392E3930
03-04-2017 15:24:03.499,1165,RECV,2C312E30300D0A
03-04-2017 15:24:07.476,1166,RECV,2474726B2C31343A32
03-04-2017 15:24:07.527,1167,RECV,343A362E30302C343835392E363839392C3935312E373537392C34382E3939343833312C392E3836323633312C31
03-04-2017 15:24:07.581,1168,RECV,363633352E37302C35362E33382C39302E363730302C392C312C322C323435342C2D33392E39302C312E30300D0A
03-04-2017 15:24:09.388,1169,RECV,2474726B2C31343A32343A382E30302C343835392E363932392C3935312E373932372C3438
03-04-2017 15:24:09.438,1170,RECV,2E3939343838312C392E3836333231322C31363630342E38302C35362E33382C39302E363730302C392C312C322C
03-04-2017 15:24:09.492,1171,RECV,323435352C2D33392E39302C312E30300D0A
03-04-2017 15:24:11.352,1172,RECV,2474726B2C31
03-04-2017 15:24:11.402,1173,RECV,343A32343A31302E30302C343835392E363936382C3935312E383237322C34382E3939343934362C392E38363337
03-04-2017 15:24:11.458,1174,RECV,38372C31363537332E30302C35362E33382C39302E363730302C392C312C322C323435362C2D33392E39302C312E
03-04-2017 15:24:11.503,1175,RECV,30300D0A
03-04-2017 15:24:13.416,1176,RECV,2474726B2C31343A32343A31
03-04-2017 15:24:13.466,1177,RECV,322E30302C343835392E373031372C3935312E383539322C34382E3939353032392C392E3836343332302C313635
03-04-2017 15:24:13.534,1178,RECV,34332E32302C35362E33382C39302E363730302C392C312C322C323435372C2D33392E39302C312E30300D0A
03-04-2017 15:24:15.378,1179,RECV,2474726B2C31343A32343A31342E30302C343835392E3730
03-04-2017 15:24:15.429,1180,RECV,35312C3935312E383839352C34382E3939353038332C392E3836343832352C31363531332E32302C35362E33382C
03-04-2017 15:24:15.483,1181,RECV,39302E363730302C392C312C322C323435382C2D33392E39302C312E30300D0A
03-04-2017 15:24:17.389,1182,RECV,2474726B2C31343A32343A31362E30302C343835392E373130302C3935312E393138342C34382E3939
03-04-2017 15:24:17.439,1183,RECV,353136372C392E3836353330372C31363438322E35302C35362E33382C39302E363730302C392C312C322C323435
03-04-2017 15:24:17.489,1184,RECV,392C2D33392E39302C312E30300D0A
03-04-2017 15:24:19.353,1185,RECV,2474726B2C31343A32343A
03-04-2017 15:24:19.403,1186,RECV,31382E30302C343835392E373133392C3935312E393438342C34382E3939353233322C392E3836353830382C3136
03-04-2017 15:24:19.454,1187,RECV,3434362E30302C35362E33382C39302E363730302C392C312C322C323436302C2D33392E39302C312E30300D0A
03-04-2017 15:24:23.427,1188,RECV,2474726B2C31343A32343A32322E30302C343835392E37
03-04-2017 15:24:23.477,1189,RECV,3234312C3935322E303038382C34382E3939353430332C392E3836363831332C31363338302E32302C35362E3338
03-04-2017 15:24:23.531,1190,RECV,2C39302E363730302C392C312C322C323436322C2D33392E39302C312E30300D0A
03-04-2017 15:24:25.388,1191,RECV,2474726B2C31343A32343A32342E30302C343835392E373239302C3935322E303431312C34382E3939353438332C
03-04-2017 15:24:25.438,1192,RECV,392E3836373335322C31363335312E32302C35362E33382C39302E363730302C392C312C322C323436332C2D3339
03-04-2017 15:24:25.489,1193,RECV,2E39302C312E30300D0A
03-04-2017 15:24:27.348,1194,RECV,24
03-04-2017 15:24:27.399,1195,RECV,74726B2C31343A32343A32362E30302C343835392E373334342C3935322E303734362C34382E3939353537312C39
03-04-2017 15:24:27.474,1196,RECV,2E3836373930392C31363331392E32302C35362E33382C39302E363730302C392C312C322C323436342C2D33392E
03-04-2017 15:24:27.500,1197,RECV,39302C312E30300D0A
03-04-2017 15:24:31.428,1198,RECV,2474726B2C31343A32343A33302E30302C343835392E373435312C39
03-04-2017 15:24:31.478,1199,RECV,35322E313432392C34382E3939353735302C392E3836393034382C31363235362E34302C35362E33382C39302E36
03-04-2017 15:24:31.544,1200,RECV,3730302C392C312C322C323436362C2D33392E39302C312E30300D0A
03-04-2017 15:24:35.357,1201,RECV,2474726B2C31
03-04-2017 15:24:35.407,1202,RECV,343A32343A33342E30302C343835392E373534342C3935322E323038342C34382E3939353930372C392E3837303133
03-04-2017 15:24:35.474,1203,RECV,392C31363139352E38302C35362E33382C39302E363730302C392C312C322C323436382C2D33392E39302C312E30300D0A
03-04-2017 15:24:37.368,1204,RECV,2474726B2C31343A32343A33362E30302C343835392E373538332C3935322E323339372C34382E393935
03-04-2017 15:24:37.419,1205,RECV,3937322C392E3837303636322C31363136352E37302C35362E33382C39302E363730302C392C312C322C32343639
03-04-2017 15:24:37.472,1206,RECV,2C2C0D0A
03-04-2017 15:24:39.432,1207,RECV,2474726B2C31343A32343A33382E30302C343835392E373631
03-04-2017 15:24:39.483,1208,RECV,372C3935322E323730332C34382E3939363032392C392E3837313137322C31363133352E32302C35362E33382C39
03-04-2017 15:24:39.533,1209,RECV,302E363730302C392C312C322C323437302C2D33392E39302C312E30300D0A
03-04-2017 15:24:41.396,1210,RECV,2474726B2C31343A32343A34302E30302C343835392E373633372C3935322E333031332C34382E3939363035392C392E3837313638382C3136
03-04-2017 15:24:41.446,1211,RECV,3130352E37302C35362E33382C39302E363730302C392C312C322C323437312C2D33392E39302C312E30300D0A
03-04-2017 15:24:43.359,1212,RECV,2474726B2C31343A32343A34
03-04-2017 15:24:43.409,1213,RECV,322E30302C343835392E373636312C3935322E333333372C34382E3939363130312C392E3837323232382C313630
03-04-2017 15:24:43.459,1214,RECV,37362E31302C35362E33382C39302E363730302C392C312C322C323437322C2D33392E39302C312E30300D0A
03-04-2017 15:24:47.531,1215,RECV,2474726B2C31343A32343A34362E30302C343835392E373732352C3935322E343032362C34382E
03-04-2017 15:24:47.582,1216,RECV,3939363230382C392E3837333337372C31363031332E36302C35362E33382C39302E363730302C392C312C322C32
03-04-2017 15:24:47.632,1217,RECV,3437342C2D33392E39302C312E30300D0A
03-04-2017 15:24:49.544,1218,RECV,2474726B2C31343A32343A34382E30302C343835392E373737332C3935322E3433
03-04-2017 15:24:49.594,1219,RECV,34322C34382E3939363238382C392E3837333930332C31353938332E33302C35362E33382C39302E363730302C39
03-04-2017 15:24:49.646,1220,RECV,2C312C322C323437352C2D33392E39302C312E30300D0A
03-04-2017 15:24:51.406,1221,RECV,2474726B2C31
03-04-2017 15:24:51.456,1222,RECV,343A32343A35302E30302C343835392E373830382C3935322E343635312C34382E3939363334362C392E38373434
03-04-2017 15:24:51.506,1223,RECV,31382C31353935332E32302C35362E33382C39302E363730302C392C312C322C323437362C2D33392E39302C312E
03-04-2017 15:24:51.556,1224,RECV,30300D0A
03-04-2017 15:24:53.520,1225,RECV,2474726B2C31343A32343A35322E30302C343835392E373833372C3935322E343935372C34382E3939363339352C
03-04-2017 15:24:53.570,1226,RECV,392E3837343932382C31353932332E36302C35362E33382C39302E363730302C392C312C322C323437372C2C0D0A
03-04-2017 15:24:55.429,1227,RECV,2474726B2C31343A32343A35342E30302C343835
03-04-2017 15:24:55.479,1228,RECV,392E373835362C3935322E353235312C34382E3939363432362C392E3837353431382C31353839342E32302C3536
03-04-2017 15:24:55.545,1229,RECV,2E33382C39302E363730302C392C312C322C323437382C2D33392E39302C312E30300D0A
03-04-2017 15:24:59.353,1230,RECV,2474726B2C3134
03-04-2017 15:24:59.403,1231,RECV,3A32343A35382E30302C343835392E373930352C3935322E353834362C34382E3939363531302C392E3837363431
03-04-2017 15:24:59.458,1232,RECV,302C31353833342E37302C35362E33382C39302E363730302C392C312C322C323438302C2D33392E39302C312E30300D0A
03-04-2017 15:25:01.362,1233,RECV,2474726B2C31343A32353A302E30302C343835392E37393330
03-04-2017 15:25:01.412,1234,RECV,2C3935322E363133302C34382E3939363534382C392E3837363838332C31353830352E32302C35362E33382C3930
03-04-2017 15:25:01.469,1235,RECV,2E363730302C392C312C322C323438312C2D33392E39302C312E30300D0A
03-04-2017 15:25:07.352,1236,RECV,2474726B2C31343A32353A362E30
03-04-2017 15:25:07.403,1237,RECV,302C343835392E373937392C3935322E363935342C34382E3939363633322C392E3837383235362C31353731342E
03-04-2017 15:25:07.453,1238,RECV,38302C35362E33382C39302E363730302C392C312C322C323438342C2D33392E39302C312E30300D0A
03-04-2017 15:25:09.418,1239,RECV,2474726B2C31343A32353A382E30302C343835392E383030382C3935322E373234362C34382E39393636
03-04-2017 15:25:09.468,1240,RECV,38312C392E3837383734332C31353638352E33302C35362E33382C39302E363730302C392C312C322C323438352C
03-04-2017 15:25:09.521,1241,RECV,2C0D0A
03-04-2017 15:25:13.343,1242,RECV,24
03-04-2017 15:25:13.393,1243,RECV,74726B2C31343A32353A31322E30302C343835392E383130352C3935322E373833332C34382E3939363834312C39
03-04-2017 15:25:13.453,1244,RECV,2E3837393732322C31353632382E30302C35362E33382C39302E363730302C392C312C322C323438372C2D33392E39302C312E30300D0A
03-04-2017 15:25:15.356,1245,RECV,2474726B2C31343A32353A31342E30302C34
03-04-2017 15:25:15.406,1246,RECV,3835392E383134352C3935322E383131372C34382E3939363930362C392E3838303139352C31353630312E39302C
03-04-2017 15:25:15.457,1247,RECV,35362E33382C39302E363730302C392C312C322C323438382C2D33392E39302C312E30300D0A
03-04-2017 15:25:19.481,1248,RECV,2474726B2C31343A32353A31382E30302C343835392E383230
03-04-2017 15:25:19.532,1249,RECV,382C3935322E383736392C34382E3939373031332C392E3838313238322C31353534332E39302C35362E33382C39
03-04-2017 15:25:19.582,1250,RECV,302E363730302C392C312C322C323439302C2D33392E39302C312E30300D0A
03-04-2017 15:25:21.344,1251,RECV,2474726B2C31
03-04-2017 15:25:21.394,1252,RECV,343A32353A32302E30302C343835392E383234372C3935322E393037362C34382E3939373037382C392E3838313739
03-04-2017 15:25:21.445,1253,RECV,332C31353531352E30302C35362E33382C39302E363730302C392C312C322C323439312C2D33392E39302C312E30
03-04-2017 15:25:21.495,1254,RECV,300D0A
03-04-2017 15:25:23.356,1255,RECV,2474726B2C31343A32353A32322E30302C343835392E3833
03-04-2017 15:25:23.406,1256,RECV,31312C3935322E393336332C34382E3939373138352C392E3838323237322C31353438352E37302C35362E33382C
03-04-2017 15:25:23.477,1257,RECV,39302E363730302C392C312C322C323439322C2D33392E39302C312E30300D0A
03-04-2017 15:25:25.371,1258,RECV,2474726B2C31343A32353A32342E30302C343835392E383334302C3935322E393633332C34382E3939373233342C392E3838323732322C313534
03-04-2017 15:25:25.423,1259,RECV,35332E33302C35362E33382C39302E363730302C392C312C322C323439332C2C0D0A
03-04-2017 15:25:27.533,1260,RECV,2474726B2C31343A32353A32362E30302C343835392E383335392C3935322E393839372C34
03-04-2017 15:25:27.584,1261,RECV,382E3939373236352C392E3838333136322C31353432352E31302C35362E33382C39302E363730302C392C312C32
03-04-2017 15:25:27.639,1262,RECV,2C323439342C2D33392E39302C312E30300D0A
03-04-2017 15:25:29.548,1263,RECV,2474726B2C31343A32353A32382E30302C343835392E383335342C3935332E303136362C34382E3939373235372C392E38
03-04-2017 15:25:29.598,1264,RECV,38333631302C31353339342E38302C35362E33382C39302E363730302C392C312C322C323439352C2D33392E3930
03-04-2017 15:25:29.650,1265,RECV,2C312E30300D0A
03-04-2017 15:25:31.458,1266,RECV,2474
03-04-2017 15:25:31.509,1267,RECV,726B2C31343A32353A33302E30302C343835392E383335302C3935332E303431372C34382E3939373235302C392E
03-04-2017 15:25:31.568,1268,RECV,3838343032382C31353336342E39302C35362E33382C39302E363730302C392C312C322C323439362C2D33392E39
03-04-2017 15:25:31.609,1269,RECV,302C312E30300D0A
03-04-2017 15:25:33.521,1270,RECV,247472
03-04-2017 15:25:33.571,1271,RECV,6B2C31343A32353A33322E30302C343835392E383335302C3935332E303638302C34382E3939373235302C392E38
03-04-2017 15:25:33.650,1272,RECV,38343436362C31353333352E39302C35362E33382C39302E363730302C392C312C322C323439372C2D33392E3930
03-04-2017 15:25:33.672,1273,RECV,2C312E30300D0A
03-04-2017 15:25:35.333,1274,RECV,24
03-04-2017 15:25:35.383,1275,RECV,74726B2C31343A32353A33342E30302C343835392E383334352C3935332E303935312C34382E3939373234322C39
03-04-2017 15:25:35.445,1276,RECV,2E3838343931382C31353330382E31302C35362E33382C39302E363730302C392C312C322C323439382C2D33392E
03-04-2017 15:25:35.484,1277,RECV,39302C312E30300D0A
03-04-2017 15:25:37.399,1278,RECV,2474726B2C31343A32353A
03-04-2017 15:25:37.449,1279,RECV,33362E30302C343835392E383333352C3935332E313233322C34382E3939373232372C392E3838353338362C3135
03-04-2017 15:25:37.522,1280,RECV,3238302E33302C35362E33382C39302E363730302C392C312C322C323439392C2D33392E39302C312E30300D0A
03-04-2017 15:25:39.362,1281,RECV,2474726B2C31343A32353A33382E30302C343835392E383333302C3935332E313531
03-04-2017 15:25:39.413,1282,RECV,302C34382E3939373231352C392E3838353835302C31353235302E37302C35362E33382C39302E363730302C392C
03-04-2017 15:25:39.479,1283,RECV,312C322C323530302C2D33392E39302C312E30300D0A
03-04-2017 15:25:41.326,1284,RECV,2474726B2C31343A
03-04-2017 15:25:41.376,1285,RECV,32353A34302E30302C343835392E383332352C3935332E313831312C34382E3939373230382C392E383836333532
03-04-2017 15:25:41.441,1286,RECV,2C31353232322E30302C35362E33382C39302E363730302C392C312C322C323530312C2C0D0A
03-04-2017 15:26:12.226,1287,RECV,2474726B2C31343A32353A34342E30302C343835392E383334302C3935332E323435
03-04-2017 15:26:12.276,1288,RECV,372C34382E3939373233342C392E3838373432392C31353136332E31302C35362E33382C39302E363730302C392C
03-04-2017 15:26:12.337,1289,RECV,312C322C323530332C2D33392E39302C312E30300D0A2474726B2C31343A32353A34362E30302C343835392E3833
03-04-2017 15:26:12.376,1290,RECV,34302C3935332E323738362C34382E3939373233342C392E3838373937372C31353133342E38302C35362E33382C
03-04-2017 15:26:12.451,1291,RECV,39302E363730302C392C312C322C323530342C2D33392E39302C312E30300D0A
03-04-2017 15:26:12.477,1292,RECV,2474726B2C31343A32353A34382E
03-04-2017 15:26:12.527,1293,RECV,30302C343835392E383335302C3935332E333130302C34382E3939373235302C392E3838383530302C3135313033
03-04-2017 15:26:12.577,1294,RECV,2E35302C35362E33382C39302E363730302C382C312C322C323530352C2D33392E39302C312E30300D0A
03-04-2017 15:26:13.231,1295,RECV,2474726B2C31343A32353A35342E30302C343835392E383434
03-04-2017 15:26:13.282,1296,RECV,372C3935332E333935302C34382E3939373431342C392E3838393931372C31353032302E32302C35362E33382C39
03-04-2017 15:26:13.334,1297,RECV,302E363730302C392C312C322C323530382C2D33392E39302C312E30300D0A
03-04-2017 15:26:13.634,1298,RECV,2474726B
03-04-2017 15:26:13.684,1299,RECV,2C31343A32353A35382E30302C343835392E383533352C3935332E343535332C34382E3939373535392C392E3839303932322C31343936342E36302C3536
03-04-2017 15:26:13.735,1300,RECV,2E33382C39302E363730302C392C312C322C323531302C2D33392E39302C312E30300D0A
03-04-2017 15:26:13.885,1301,RECV,2474726B2C31343A32363A302E30302C343835392E383630382C3935332E343834
03-04-2017 15:26:13.936,1302,RECV,302C34382E3939373638312C392E3839313430302C31343933362E32302C35362E33382C39302E363730302C392C
03-04-2017 15:26:13.986,1303,RECV,312C322C323531312C2D33392E39302C312E30300D0A2474726B2C31343A32363A322E30302C343835392E383636
03-04-2017 15:26:14.036,1304,RECV,322C3935332E353132332C34382E3939373736382C392E3839313837322C31343930352E38302C35362E33382C39302E363730302C392C312C322C323531
03-04-2017 15:26:14.103,1305,RECV,322C2D33392E39302C312E30300D0A2474726B2C31343A32363A342E30302C343835392E383732312C3935332E35
03-04-2017 15:26:14.136,1306,RECV,3339362C34382E3939373836382C392E3839323332372C
03-04-2017 15:26:14.539,1307,RECV,2474726B2C
03-04-2017 15:26:14.594,1308,RECV,31343A32363A31322E30302C343835392E383930362C3935332E363439332C34382E3939383137372C392E383934
03-04-2017 15:26:14.651,1309,RECV,3135352C31343736322E35302C35362E33382C39302E363730302C392C312C322C323531372C2C0D0A
03-04-2017 15:26:15.344,1310,RECV,2474726B2C31343A32363A31
