03-04-2017 10:40:43.493,-,AT,"0,0013A20040A27C68,XBee-PRO 868 Single Channel,1061,COM7 - 9600/8/N/1/N,8"
03-04-2017 10:44:11.954,308,RECV,2474
03-04-2017 10:44:12.004,309,RECV,726B2C393A34343A392E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C30
03-04-2017 10:44:12.095,310,RECV,2E30302C302E30302C302E303030302C302C302C302C31392C32322E36302C33302E30300D0A
03-04-2017 10:44:13.966,311,RECV,247472
03-04-2017 10:44:14.017,312,RECV,6B2C393A34343A31332E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E30303030
03-04-2017 10:44:14.097,313,RECV,2C302C302C302C32302C32322E37302C33302E31300D0A
03-04-2017 10:44:15.980,314,RECV,2474726B2C393A34343A31332E30302C302E303030302C302E303030302C302E303030303030
03-04-2017 10:44:16.030,315,RECV,2C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32312C2C0D0A
03-04-2017 10:44:17.996,316,RECV,2474726B2C393A34343A31372E30302C302E303030302C302E303030302C302E3030303030
03-04-2017 10:44:18.048,317,RECV,302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32322C32322E37302C33302E
03-04-2017 10:44:18.103,318,RECV,30300D0A
03-04-2017 10:44:19.962,319,RECV,2474726B2C393A
03-04-2017 10:44:20.012,320,RECV,34343A31372E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C
03-04-2017 10:44:20.105,321,RECV,302E30302C302E303030302C302C302C302C32332C32322E37302C33302E30300D0A
03-04-2017 10:44:21.974,322,RECV,2474726B2C393A34343A32312E30302C302E303030302C30
03-04-2017 10:44:22.024,323,RECV,2E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C30
03-04-2017 10:44:22.108,324,RECV,2C32342C32322E37302C33302E30300D0A
03-04-2017 10:44:23.997,325,RECV,2474726B2C393A34343A32312E30302C302E303030302C302E303030302C302E3030303030302C302E
03-04-2017 10:44:24.051,326,RECV,3030303030302C302E30302C302E30302C302E303030302C302C302C302C32352C32322E37302C33302E30300D0A
03-04-2017 10:44:25.964,327,RECV,2474726B2C393A34343A32
03-04-2017 10:44:26.014,328,RECV,352E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E3030
03-04-2017 10:44:26.110,329,RECV,2C302E303030302C302C302C302C32362C32322E37302C33302E30300D0A
03-04-2017 10:44:27.979,330,RECV,2474726B2C393A34343A32352E30302C302E303030302C302E303030
03-04-2017 10:44:28.029,331,RECV,302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32372C
03-04-2017 10:44:28.111,332,RECV,32322E37302C32392E39300D0A
03-04-2017 10:44:29.993,333,RECV,2474726B2C393A34343A32392E30302C302E303030302C302E303030302C302E3030303030302C302E30303030
03-04-2017 10:44:30.044,334,RECV,30302C302E30302C302E30302C302E303030302C302C302C302C32382C32322E37302C32392E39300D0A
03-04-2017 10:44:35.987,335,RECV,2474726B2C393A34343A33332E30302C302E303030302C302E303030302C302E30
03-04-2017 10:44:36.037,336,RECV,30303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33312C32322E3730
03-04-2017 10:44:36.140,337,RECV,2C32392E38300D0A
03-04-2017 10:44:37.955,338,RECV,2474726B
03-04-2017 10:44:38.006,339,RECV,2C393A34343A33372E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E
03-04-2017 10:44:38.091,340,RECV,30302C302E30302C302E303030302C302C302C302C33322C32322E37302C32392E38300D0A
03-04-2017 10:44:39.971,341,RECV,2474726B2C393A34343A33372E30302C302E303030
03-04-2017 10:44:40.021,342,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C
03-04-2017 10:44:40.076,343,RECV,302C302C33332C32322E36302C32392E37300D0A
03-04-2017 10:44:41.986,344,RECV,2474726B2C393A34343A34312E30302C302E303030302C302E303030302C302E3030303030
03-04-2017 10:44:42.037,345,RECV,302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33342C32322E36302C32392E
03-04-2017 10:44:42.119,346,RECV,36300D0A
03-04-2017 10:44:43.953,347,RECV,2474726B2C393A34
03-04-2017 10:44:44.003,348,RECV,343A34312E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C30
03-04-2017 10:44:44.068,349,RECV,2E30302C302E303030302C302C302C302C33352C32322E36302C32392E36300D0A
03-04-2017 10:44:45.969,350,RECV,2474726B2C393A34343A34352E30302C302E303030302C30
03-04-2017 10:44:46.019,351,RECV,2E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C
03-04-2017 10:44:46.124,352,RECV,33362C32322E37302C32392E37300D0A
03-04-2017 10:44:47.984,353,RECV,2474726B2C393A34343A34352E30302C302E303030302C302E303030302C302E3030303030302C302E303030
03-04-2017 10:44:48.035,354,RECV,3030302C302E30302C302E30302C302E303030302C302C302C302C33372C2C0D0A
03-04-2017 10:44:50.000,355,RECV,2474726B2C393A34343A34392E30302C302E303030302C302E303030302C302E3030303030302C302E3030
03-04-2017 10:44:50.051,356,RECV,303030302C302E30302C302E30302C302E303030302C302C302C302C33382C32322E37302C32392E38300D0A
03-04-2017 10:44:51.963,357,RECV,2474726B2C393A34343A34392E
03-04-2017 10:44:52.013,358,RECV,30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C30
03-04-2017 10:44:52.111,359,RECV,2E303030302C302C302C302C33392C32322E37302C33302E30300D0A
03-04-2017 10:44:53.976,360,RECV,2474726B2C393A34343A35332E30302C302E303030302C302E303030302C
03-04-2017 10:44:54.026,361,RECV,302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C34302C3232
03-04-2017 10:44:54.124,362,RECV,2E37302C33302E30300D0A
03-04-2017 10:44:55.990,363,RECV,2474726B2C393A34343A35332E30302C302E303030302C302E303030302C302E3030303030302C302E303030303030
03-04-2017 10:44:56.041,364,RECV,2C302E30302C302E30302C302E303030302C302C302C302C34312C32322E36302C32392E39300D0A
03-04-2017 10:44:57.955,365,RECV,2474
03-04-2017 10:44:58.005,366,RECV,726B2C393A34343A35342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030
03-04-2017 10:44:58.083,367,RECV,302C302C302C302C34322C32322E37302C33302E30300D0A
03-04-2017 10:44:59.966,368,RECV,2474726B2C393A34343A35382E30302C302E30
03-04-2017 10:45:00.017,369,RECV,3030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C
03-04-2017 10:45:00.079,370,RECV,302C302C302C34332C32322E37302C33302E30300D0A
03-04-2017 10:45:01.979,371,RECV,2474726B2C393A34343A35392E30302C302E303030302C302E303030302C302E303030
03-04-2017 10:45:02.030,372,RECV,3030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C34342C32322E37302C32
03-04-2017 10:45:02.123,373,RECV,392E39300D0A
03-04-2017 10:45:03.951,374,RECV,2474726B2C393A34353A322E30302C302E303030302C302E3030
03-04-2017 10:45:04.001,375,RECV,30302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C3435
03-04-2017 10:45:04.087,376,RECV,2C2C0D0A
03-04-2017 10:45:05.965,377,RECV,2474726B2C393A34353A332E30302C302E303030302C302E
03-04-2017 10:45:06.015,378,RECV,303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C
03-04-2017 10:45:06.099,379,RECV,34362C32322E37302C32392E39300D0A
03-04-2017 10:45:07.979,380,RECV,2474726B2C393A34353A342E30302C302E303030302C302E30
03-04-2017 10:45:07.980,381,RECV,3030302C302E3030303030302C302E30
03-04-2017 10:45:08.028,382,RECV,30303030302C302E30302C302E30302C302E303030302C302C302C302C34372C32322E37302C32392E39300D0A
03-04-2017 10:45:09.991,383,RECV,2474726B2C393A34353A372E30302C302E303030302C302E303030302C302E3030303030302C302E3030
03-04-2017 10:45:10.041,384,RECV,303030302C302E30302C302E30302C302E303030302C302C302C302C34382C32322E37302C32392E39300D0A
03-04-2017 10:45:11.954,385,RECV,2474726B2C393A34353A392E
03-04-2017 10:45:12.004,386,RECV,30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E
03-04-2017 10:45:12.090,387,RECV,303030302C302C302C302C34392C32322E37302C32392E39300D0A
03-04-2017 10:45:13.969,388,RECV,2474726B2C393A34353A31312E30302C302E303030302C302E303030
03-04-2017 10:45:14.019,389,RECV,302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C35302C
03-04-2017 10:45:14.077,390,RECV,32322E36302C32392E38300D0A
03-04-2017 10:45:15.982,391,RECV,2474726B2C393A34353A31332E30302C302E303030302C302E303030302C
03-04-2017 10:45:16.032,392,RECV,302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C35312C32322E36302C32392E38300D0A
03-04-2017 10:45:17.995,393,RECV,2474726B2C393A34353A31352E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030
03-04-2017 10:45:18.046,394,RECV,302C302E30302C302E30302C302E303030302C302C302C302C35322C32322E37302C32392E39300D0A
03-04-2017 10:45:19.959,395,RECV,2474726B2C393A34353A31372E30302C302E303030302C302E303030302C302E303030
03-04-2017 10:45:20.009,396,RECV,3030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C35332C2C0D0A
03-04-2017 10:45:21.973,397,RECV,2474726B2C393A34353A31392E30302C302E303030302C302E303030302C302E30
03-04-2017 10:45:22.024,398,RECV,30303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C35342C32322E37302C
03-04-2017 10:45:22.084,399,RECV,32392E39300D0A
03-04-2017 10:45:23.987,400,RECV,2474726B2C393A34353A32312E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E
03-04-2017 10:45:24.037,401,RECV,30302C302E30302C302E303030302C332C302C302C35352C32322E37302C32392E39300D0A
03-04-2017 10:45:25.955,402,RECV,2474726B2C39
03-04-2017 10:45:26.005,403,RECV,3A34353A32332E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C
03-04-2017 10:45:26.079,404,RECV,302C302C35362C32322E37302C32392E39300D0A
03-04-2017 10:45:27.971,405,RECV,2474726B2C393A34353A32362E30302C302E30303030
03-04-2017 10:45:28.021,406,RECV,2C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C322C30
03-04-2017 10:45:28.084,407,RECV,2C302C35372C32322E37302C32392E39
03-04-2017 10:45:28.085,408,RECV,300D0A
03-04-2017 10:45:29.984,409,RECV,2474726B2C393A34353A32372E30302C302E303030302C302E303030302C302E3030303030302C
03-04-2017 10:45:30.034,410,RECV,302E3030303030302C302E30302C302E30302C302E303030302C322C302C302C35382C32322E37302C33302E3030
03-04-2017 10:45:30.125,411,RECV,0D0A
03-04-2017 10:45:31.951,412,RECV,2474726B2C393A34353A
03-04-2017 10:45:32.001,413,RECV,32392E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30
03-04-2017 10:45:32.073,414,RECV,302C302E303030302C332C302C302C35392C32322E37302C33302E30300D0A
03-04-2017 10:45:33.963,415,RECV,2474726B2C393A34353A33322E30302C302E303030302C302E30
03-04-2017 10:45:34.013,416,RECV,3030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C36
03-04-2017 10:45:34.083,417,RECV,302C32322E36302C32392E39300D0A
03-04-2017 10:45:35.976,418,RECV,2474726B2C393A34353A33332E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030
03-04-2017 10:45:36.026,419,RECV,302C302E30302C302E30302C302E303030302C332C302C302C36312C2C0D0A
03-04-2017 10:45:37.989,420,RECV,2474726B2C393A34353A33352E30302C302E303030302C302E303030302C302E3030303030302C302E303030
03-04-2017 10:45:38.040,421,RECV,3030302C302E30302C302E30302C302E303030302C332C302C302C36322C32322E37302C33302E30300D0A
03-04-2017 10:45:39.951,422,RECV,2474726B2C393A34353A33382E3030
03-04-2017 10:45:40.002,423,RECV,2C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E30
03-04-2017 10:45:40.082,424,RECV,3030302C332C302C302C36332C32322E37302C33302E30300D0A
03-04-2017 10:45:41.964,425,RECV,2474726B2C393A34353A33392E30302C302E303030302C302E303030302C30
03-04-2017 10:45:42.014,426,RECV,2E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C36342C32322E
03-04-2017 10:45:42.097,427,RECV,37302C33302E30300D0A
03-04-2017 10:45:43.981,428,RECV,2474726B2C393A34353A34312E30302C302E303030302C302E303030302C302E30
03-04-2017 10:45:43.981,429,RECV,30303030302C302E3030303030302C
03-04-2017 10:45:44.031,430,RECV,302E30302C302E30302C302E303030302C332C302C302C36352C32322E37302C33302E31300D0A
03-04-2017 10:45:45.944,431,RECV,2474726B
03-04-2017 10:45:45.999,432,RECV,2C393A34353A34342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C
03-04-2017 10:45:46.101,433,RECV,332C302C302C36362C32322E36302C33302E37300D0A
03-04-2017 10:45:47.959,434,RECV,2474726B2C393A34353A34352E30302C302E3030
03-04-2017 10:45:48.010,435,RECV,30302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C33
03-04-2017 10:45:48.109,436,RECV,2C302C302C36372C32322E37302C33302E34300D0A
03-04-2017 10:45:49.974,437,RECV,2474726B2C393A34353A34372E30302C302E303030302C302E303030302C302E3030303030
03-04-2017 10:45:50.024,438,RECV,302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C36382C32322E37302C33302E
03-04-2017 10:45:50.101,439,RECV,35300D0A
03-04-2017 10:45:51.939,440,RECV,2474726B2C393A34353A35302E30302C302E303030302C302E30
03-04-2017 10:45:52.001,441,RECV,3030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C36392C2C0D0A
03-04-2017 10:45:53.953,442,RECV,2474726B2C393A34
03-04-2017 10:45:54.003,443,RECV,353A35312E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C30
03-04-2017 10:45:54.069,444,RECV,2C37302C32322E37302C33312E30300D0A
03-04-2017 10:45:55.966,445,RECV,2474726B2C393A34353A35332E30302C302E303030302C302E
03-04-2017 10:45:56.017,446,RECV,303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C37
03-04-2017 10:45:56.083,447,RECV,312C32322E37302C33312E34300D0A
03-04-2017 10:45:57.982,448,RECV,2474726B2C393A34353A35362E30302C302E303030302C302E303030302C302E3030303030302C302E30
03-04-2017 10:45:58.032,449,RECV,30303030302C302E30302C302E30302C302E303030302C332C302C302C37322C32322E37302C33312E32300D0A
03-04-2017 10:45:59.950,450,RECV,2474726B2C393A34353A3537
03-04-2017 10:46:00.001,451,RECV,2E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C
03-04-2017 10:46:00.094,452,RECV,302E303030302C332C302C302C37332C32322E37302C33312E30300D0A
03-04-2017 10:46:01.963,453,RECV,2474726B2C393A34353A35392E30302C302E303030302C302E303030302C
03-04-2017 10:46:02.013,454,RECV,302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C332C302C302C37342C3232
03-04-2017 10:46:02.097,455,RECV,2E37302C33302E38300D0A
03-04-2017 10:46:03.977,456,RECV,2474726B2C393A34363A332E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C30
03-04-2017 10:46:04.027,457,RECV,2E30302C302E30302C302E303030302C332C302C302C37352C32322E37302C33302E38300D0A
03-04-2017 10:46:05.990,458,RECV,2474726B2C393A34363A332E30302C302E303030302C302E303030302C302E3030303030302C302E303030303030
03-04-2017 10:46:06.040,459,RECV,2C302E30302C302E38302C3232332E333330302C332C302C302C37362C32322E37302C33302E38300D0A
03-04-2017 10:46:07.956,460,RECV,2474726B2C393A34363A382E30302C302E303030302C302E303030302C302E30303030
03-04-2017 10:46:08.009,461,RECV,30302C302E3030303030302C302E30302C302E38302C3232332E333330302C332C302C302C37372C2C0D0A
03-04-2017 10:46:09.972,462,RECV,2474726B2C393A34363A382E30302C302E303030302C302E303030302C302E303030
03-04-2017 10:46:10.023,463,RECV,3030302C302E3030303030302C302E30302C302E38332C3232382E303730302C332C302C302C37382C32322E3730
03-04-2017 10:46:10.100,464,RECV,2C33302E38300D0A
03-04-2017 10:46:11.938,465,RECV,247472
03-04-2017 10:46:11.989,466,RECV,6B2C393A34363A392E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 10:46:12.049,467,RECV,302C302E38332C3232382E303730302C332C302C302C37392C32322E37302C33302E37300D0A
03-04-2017 10:46:13.952,468,RECV,2474726B2C393A34363A31312E30302C302E30
03-04-2017 10:46:14.002,469,RECV,3030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C3232382E30373030
03-04-2017 10:46:14.090,470,RECV,2C332C302C302C38302C32322E36302C33302E36300D0A
03-04-2017 10:46:15.962,471,RECV,2474726B2C393A34363A31342E30302C302E303030
03-04-2017 10:46:16.013,472,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C3232382E303730302C332C302C302C38312C32322E36302C
03-04-2017 10:46:16.104,473,RECV,33302E36300D0A
03-04-2017 10:46:17.978,474,RECV,2474726B2C393A34363A31352E30302C302E303030302C302E303030302C302E3030303030
03-04-2017 10:46:18.028,475,RECV,302C302E3030303030302C302E30302C302E38332C3232382E303730302C332C302C302C38322C32322E36302C33
03-04-2017 10:46:18.117,476,RECV,302E37300D0A
03-04-2017 10:46:19.943,477,RECV,2474726B2C393A34
03-04-2017 10:46:19.999,478,RECV,363A31372E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C3232382E303730302C332C30
03-04-2017 10:46:20.062,479,RECV,2C302C38332C32322E36302C33302E37300D0A
03-04-2017 10:46:21.963,480,RECV,2474726B2C393A34363A32302E30302C302E303030302C302E
03-04-2017 10:46:22.013,481,RECV,303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C3232382E303730302C332C302C
03-04-2017 10:46:22.107,482,RECV,302C38342C32322E36302C33302E37300D0A
03-04-2017 10:46:23.924,483,RECV,2474726B2C393A34363A32312E30
03-04-2017 10:46:23.974,484,RECV,302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C3232
03-04-2017 10:46:24.061,485,RECV,382E303730302C332C302C302C38352C2C0D0A
03-04-2017 10:46:25.989,486,RECV,2474726B2C393A34363A32332E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C
03-04-2017 10:46:26.039,487,RECV,3232382E303730302C332C302C302C38362C32322E36302C33302E36300D0A
03-04-2017 10:46:27.952,488,RECV,2474726B2C393A34363A32362E
03-04-2017 10:46:28.002,489,RECV,30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E38332C32
03-04-2017 10:46:28.068,490,RECV,32382E303730302C332C302C302C38372C32322E36302C33312E35300D0A
