03-04-2017 11:43:49.613,-,AT,"0,0013A20040A27C68,XBee-PRO 868 Single Channel,1061,COM7 - 9600/8/N/1/N,8"
03-04-2017 12:17:17.123,520,RECV,247472
03-04-2017 12:17:17.169,521,RECV,6B2C303A303A382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:17:17.233,522,RECV,302C302E30302C302E303030302C302C302C302C31312C32312E36302C33322E31300D0A
03-04-2017 12:17:19.131,523,RECV,2474726B2C303A303A31322E30302C302E3030
03-04-2017 12:17:19.181,524,RECV,30302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C30
03-04-2017 12:17:19.254,525,RECV,2C302C302C31322C32312E36302C33322E33300D0A
03-04-2017 12:17:21.147,526,RECV,2474726B2C303A303A31322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E
03-04-2017 12:17:21.197,527,RECV,30302C302E303030302C302C302C302C31332C2C0D0A
03-04-2017 12:17:23.162,528,RECV,2474726B2C303A303A31362E30302C302E303030302C302E303030302C302E303030303030
03-04-2017 12:17:23.212,529,RECV,2C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C31342C32312E36302C33332E30300D0A
03-04-2017 12:17:25.126,530,RECV,2474726B2C303A
03-04-2017 12:17:25.177,531,RECV,303A31362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C30
03-04-2017 12:17:25.232,532,RECV,2E30302C302E303030302C302C302C302C31352C32312E36302C33322E35300D0A
03-04-2017 12:17:27.142,533,RECV,2474726B2C303A303A32302E30302C302E303030302C302E
03-04-2017 12:17:27.193,534,RECV,303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C
03-04-2017 12:17:27.253,535,RECV,31362C32312E36302C33322E32300D0A
03-04-2017 12:17:29.154,536,RECV,2474726B2C303A303A32302E30302C302E303030302C302E303030302C302E3030303030302C302E30
03-04-2017 12:17:29.204,537,RECV,30303030302C302E30302C302E30302C302E303030302C302C302C302C31372C32312E36302C33322E33300D0A
03-04-2017 12:18:39.666,538,RECV,2474726B2C32333A35393A34362E30302C302E303030302C302E303030302C302E3030
03-04-2017 12:18:39.716,539,RECV,303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C302C32312E38302C33312E38300D0A
03-04-2017 12:18:41.628,540,RECV,2474726B2C32
03-04-2017 12:18:41.678,541,RECV,333A35393A34362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:18:41.740,542,RECV,302C302E30302C302E303030302C302C302C302C312C32312E38302C33352E30300D0A
03-04-2017 12:18:43.643,543,RECV,2474726B2C32333A35393A35322E30302C302E303030
03-04-2017 12:18:43.693,544,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C
03-04-2017 12:18:43.777,545,RECV,302C302C322C32312E38302C33342E38300D0A
03-04-2017 12:18:45.656,546,RECV,2474726B2C32333A35393A35322E30302C302E303030302C302E303030302C302E303030303030
03-04-2017 12:18:45.706,547,RECV,2C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C332C32312E37302C33342E34300D
03-04-2017 12:18:45.769,548,RECV,0A
03-04-2017 12:18:47.667,549,RECV,2474726B2C32333A35393A35362E30302C302E303030302C302E303030302C302E3030303030302C
03-04-2017 12:18:47.718,550,RECV,302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C342C32312E38302C33332E39300D0A
03-04-2017 12:18:49.630,551,RECV,2474726B2C32333A35393A35362E30302C302E303030302C302E30303030
03-04-2017 12:18:49.681,552,RECV,2C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C352C2C0D
03-04-2017 12:18:49.738,553,RECV,0A
03-04-2017 12:18:51.645,554,RECV,2474726B2C32333A35393A36302E30302C302E303030302C302E3030
03-04-2017 12:18:51.695,555,RECV,30302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C362C
03-04-2017 12:18:51.770,556,RECV,32312E38302C33342E33300D0A
03-04-2017 12:18:53.655,557,RECV,2474726B2C32333A35393A36302E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030
03-04-2017 12:18:53.705,558,RECV,302C302E30302C302E30302C302E303030302C302C302C302C372C2C0D0A
03-04-2017 12:18:55.615,559,RECV,2474726B2C303A303A342E30302C302E303030302C
03-04-2017 12:18:55.665,560,RECV,302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:18:55.751,561,RECV,302C382C2C0D0A
03-04-2017 12:18:57.629,562,RECV,2474726B2C303A303A342E30302C302E30303030
03-04-2017 12:18:57.679,563,RECV,2C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:18:57.734,564,RECV,302C392C32312E38302C33342E38300D0A
03-04-2017 12:18:59.642,565,RECV,2474726B2C303A303A382E30302C302E30303030
03-04-2017 12:18:59.693,566,RECV,2C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:18:59.765,567,RECV,302C31302C32312E38302C33352E35300D0A
03-04-2017 12:19:01.659,568,RECV,2474726B2C303A303A382E30302C302E303030302C302E303030302C302E3030303030302C30
03-04-2017 12:19:01.709,569,RECV,2E3030303030302C302E30302C302E30302C302E303030302C302C302C302C31312C32312E38302C33352E37300D
03-04-2017 12:19:01.799,570,RECV,0A
03-04-2017 12:19:03.631,571,RECV,2474726B2C303A303A31322E30302C302E303030302C
03-04-2017 12:19:03.682,572,RECV,302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:19:03.737,573,RECV,302C31322C32312E38302C33342E39300D0A
03-04-2017 12:19:05.644,574,RECV,2474726B2C303A303A31322E30302C302E303030302C302E303030302C302E3030303030302C302E3030
03-04-2017 12:19:05.694,575,RECV,303030302C302E30302C302E30302C302E303030302C302C302C302C31332C2C0D0A
03-04-2017 12:19:07.657,576,RECV,2474726B2C303A303A31362E30302C302E303030302C302E303030302C302E3030303030302C302E
03-04-2017 12:19:07.707,577,RECV,3030303030302C302E30302C302E30302C302E303030302C302C302C302C31342C32312E39302C33342E34300D0A
03-04-2017 12:19:09.618,578,RECV,2474726B2C303A303A3136
03-04-2017 12:19:09.669,579,RECV,2E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C
03-04-2017 12:19:09.737,580,RECV,302E303030302C302C302C302C31352C32312E38302C33332E39300D0A
03-04-2017 12:19:11.631,581,RECV,2474726B2C303A303A32302E
03-04-2017 12:19:11.681,582,RECV,30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C30
03-04-2017 12:19:11.766,583,RECV,2E303030302C302C302C302C31362C32312E39302C33332E39300D0A
03-04-2017 12:19:13.648,584,RECV,2474726B2C303A303A32302E30302C302E303030302C302E30303030
03-04-2017 12:19:13.698,585,RECV,2C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C31372C3231
03-04-2017 12:19:13.748,586,RECV,2E38302C33332E38300D0A
03-04-2017 12:19:15.660,587,RECV,2474726B2C303A303A32342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030
03-04-2017 12:19:15.711,588,RECV,302C302E30302C302E30302C302E303030302C302C302C302C31382C32312E38302C33332E38300D0A
03-04-2017 12:19:17.625,589,RECV,2474726B2C303A303A32342E30302C30
03-04-2017 12:19:17.676,590,RECV,2E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030
03-04-2017 12:19:17.732,591,RECV,302C302C302C302C31392C32312E38302C33342E30300D0A
03-04-2017 12:19:19.641,592,RECV,2474726B2C303A303A32382E30302C302E303030302C302E303030302C302E3030
03-04-2017 12:19:19.691,593,RECV,303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32302C32312E38302C
03-04-2017 12:19:19.767,594,RECV,33332E38300D0A
03-04-2017 12:19:21.602,595,RECV,2474726B2C303A
03-04-2017 12:19:21.652,596,RECV,303A32382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C30
03-04-2017 12:19:21.715,597,RECV,2E30302C302E303030302C302C302C302C32312C2C0D0A
03-04-2017 12:19:23.615,598,RECV,2474726B
03-04-2017 12:19:23.665,599,RECV,2C303A303A33322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E3030
03-04-2017 12:19:23.749,600,RECV,2C302E30302C302E303030302C302C302C302C32322C32312E38302C33332E37300D0A
03-04-2017 12:19:25.626,601,RECV,2474726B2C30
03-04-2017 12:19:25.676,602,RECV,3A303A33322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:19:25.730,603,RECV,302C32332C32312E38302C33332E34300D0A
03-04-2017 12:19:27.640,604,RECV,2474726B2C303A303A33362E30302C302E303030302C
03-04-2017 12:19:27.690,605,RECV,302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C30
03-04-2017 12:19:27.771,606,RECV,2C32342C32312E39302C33352E35300D0A
03-04-2017 12:19:29.651,607,RECV,2474726B2C303A303A33362E30302C302E303030302C302E303030302C302E3030303030302C30
03-04-2017 12:19:29.702,608,RECV,2E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32352C32312E38302C33342E38300D0A
03-04-2017 12:19:31.662,609,RECV,2474726B2C303A303A34302E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E3030
03-04-2017 12:19:31.712,610,RECV,2C302E303030302C302C302C302C32362C32312E38302C33342E37300D0A
03-04-2017 12:19:33.626,611,RECV,2474726B2C303A303A3430
03-04-2017 12:19:33.676,612,RECV,2E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C
03-04-2017 12:19:33.763,613,RECV,302E303030302C302C302C302C32372C32312E38302C33352E35300D0A
03-04-2017 12:19:35.638,614,RECV,2474726B2C303A303A34342E30302C302E303030302C302E30303030
03-04-2017 12:19:35.688,615,RECV,2C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C32382C32
03-04-2017 12:19:35.741,616,RECV,312E39302C33342E38300D0A
03-04-2017 12:19:37.600,617,RECV,2474
03-04-2017 12:19:37.651,618,RECV,726B2C303A303A34342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C
03-04-2017 12:19:37.720,619,RECV,302C302C302C32392C2C0D0A
03-04-2017 12:19:39.664,620,RECV,2474726B2C303A303A34382E30302C302E303030302C302E303030302C302E3030303030302C302E303030303030
03-04-2017 12:19:39.715,621,RECV,2C302E30302C302E30302C302E303030302C302C302C302C33302C32312E39302C33342E30300D0A
03-04-2017 12:19:41.628,622,RECV,2474726B2C303A303A34382E30302C302E
03-04-2017 12:19:41.679,623,RECV,303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E30303030
03-04-2017 12:19:41.737,624,RECV,2C302C302C302C33312C32312E39302C33332E39300D0A
03-04-2017 12:19:43.642,625,RECV,2474726B2C303A303A35322E30302C302E303030302C302E303030302C302E303030
03-04-2017 12:19:43.692,626,RECV,3030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33322C32312E39302C33
03-04-2017 12:19:43.774,627,RECV,352E36300D0A
03-04-2017 12:19:45.605,628,RECV,2474726B
03-04-2017 12:19:45.655,629,RECV,2C303A303A35322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:19:45.713,630,RECV,302C302E30302C302E303030302C302C302C302C33332C32312E39302C33352E36300D0A
03-04-2017 12:19:47.616,631,RECV,2474726B2C30
03-04-2017 12:19:47.666,632,RECV,3A303A35362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C
03-04-2017 12:19:47.768,633,RECV,302E30302C302E303030302C302C302C302C33342C32312E39302C33352E36300D0A
03-04-2017 12:19:49.629,634,RECV,2474726B2C303A303A35362E30302C302E303030302C
03-04-2017 12:19:49.680,635,RECV,302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:19:49.752,636,RECV,302C33352C32312E39302C33352E32300D0A
03-04-2017 12:19:51.644,637,RECV,2474726B2C303A303A36302E30302C302E303030302C302E303030302C302E3030303030302C30
03-04-2017 12:19:51.694,638,RECV,2E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33362C32312E39302C33352E30300D
03-04-2017 12:19:51.770,639,RECV,0A
03-04-2017 12:19:53.607,640,RECV,2474726B2C303A303A36302E30
03-04-2017 12:19:53.657,641,RECV,302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33372C2C
03-04-2017 12:19:53.711,642,RECV,0D0A
03-04-2017 12:19:55.618,643,RECV,2474726B2C303A313A342E30
03-04-2017 12:19:55.668,644,RECV,302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E
03-04-2017 12:19:55.746,645,RECV,303030302C302C302C302C33382C32312E39302C33342E37300D0A
03-04-2017 12:19:57.634,646,RECV,2474726B2C303A313A342E30302C302E303030302C302E303030302C30
03-04-2017 12:19:57.684,647,RECV,2E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C33392C32312E
03-04-2017 12:19:57.741,648,RECV,39302C33342E31300D0A
03-04-2017 12:19:59.646,649,RECV,2474726B2C303A313A382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C
03-04-2017 12:19:59.696,650,RECV,302E30302C302E30302C302E303030302C302C302C302C34302C32312E39302C33332E38300D0A
03-04-2017 12:20:01.608,651,RECV,24
03-04-2017 12:20:01.658,652,RECV,74726B2C303A313A382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C30
03-04-2017 12:20:01.734,653,RECV,2E30302C302E30302C302E303030302C302C302C302C34312C32312E39302C33332E35300D0A
03-04-2017 12:20:03.620,654,RECV,2474726B2C303A313A31322E30302C30
03-04-2017 12:20:03.671,655,RECV,2E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030
03-04-2017 12:20:03.762,656,RECV,302C302C302C302C34322C32312E39302C33332E34300D0A
03-04-2017 12:20:05.634,657,RECV,2474726B2C303A313A31322E30302C302E303030302C302E303030302C302E3030
03-04-2017 12:20:05.687,658,RECV,303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C34332C32322E30302C
03-04-2017 12:20:05.743,659,RECV,33332E34300D0A
03-04-2017 12:20:07.601,660,RECV,2474726B
03-04-2017 12:20:07.652,661,RECV,2C303A313A31362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:20:07.721,662,RECV,302C302E30302C302E303030302C302C302C302C34342C32312E39302C33332E32300D0A
03-04-2017 12:20:09.616,663,RECV,2474726B2C303A313A31362E30302C302E303030302C302E
03-04-2017 12:20:09.666,664,RECV,303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C34352C2C0D0A
03-04-2017 12:20:11.630,665,RECV,2474726B2C303A313A32302E30302C302E303030302C
03-04-2017 12:20:11.680,666,RECV,302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C
03-04-2017 12:20:11.741,667,RECV,302C34362C32322E30302C33332E32300D0A
03-04-2017 12:20:13.644,668,RECV,2474726B2C303A313A32302E30302C302E303030302C302E303030302C302E3030303030302C
03-04-2017 12:20:13.694,669,RECV,302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C34372C32322E30302C33332E33300D
03-04-2017 12:20:13.767,670,RECV,0A
03-04-2017 12:20:15.607,671,RECV,2474726B2C303A313A
03-04-2017 12:20:15.658,672,RECV,32342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30
03-04-2017 12:20:15.708,673,RECV,302C302E303030302C302C302C302C34382C32322E30302C33332E30300D0A
03-04-2017 12:20:17.621,674,RECV,2474726B2C303A313A32
03-04-2017 12:20:17.671,675,RECV,342E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C3439
03-04-2017 12:20:17.740,676,RECV,2C32322E30302C33332E34300D0A
03-04-2017 12:20:19.632,677,RECV,2474726B2C303A313A32382E30302C302E303030302C302E303030
03-04-2017 12:20:19.686,678,RECV,302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C35302C
03-04-2017 12:20:19.772,679,RECV,32322E30302C33332E34300D0A
03-04-2017 12:20:21.649,680,RECV,2474726B2C303A313A32382E30302C302E303030302C302E303030302C302E3030303030302C302E30303030
03-04-2017 12:20:21.699,681,RECV,30302C302E30302C302E30302C302E303030302C302C302C302C35312C32322E30302C33332E31300D0A
03-04-2017 12:20:23.612,682,RECV,2474726B2C303A313A33322E30302C
03-04-2017 12:20:23.663,683,RECV,302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E3030
03-04-2017 12:20:23.747,684,RECV,30302C302C302C302C35322C32322E30302C33322E36300D0A
03-04-2017 12:20:25.626,685,RECV,2474726B2C303A313A33322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:20:25.677,686,RECV,302C302E30302C302E303030302C302C302C302C35332C2C0D0A
03-04-2017 12:20:27.643,687,RECV,2474726B2C303A313A33362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C30
03-04-2017 12:20:27.693,688,RECV,2E30302C302E30302C302E303030302C302C302C302C35342C32322E30302C33322E35300D0A
03-04-2017 12:20:29.605,689,RECV,247472
03-04-2017 12:20:29.655,690,RECV,6B2C303A313A33362E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E
03-04-2017 12:20:29.710,691,RECV,30302C302E30302C302E303030302C302C302C302C35352C32322E31302C33322E38300D0A
03-04-2017 12:20:31.621,692,RECV,2474726B2C303A313A34302E30302C302E303030
03-04-2017 12:20:31.669,693,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C
03-04-2017 12:20:31.750,694,RECV,302C302C35362C32322E31302C33332E31300D0A
03-04-2017 12:20:33.635,695,RECV,2474726B2C303A313A34302E30302C302E303030302C302E303030302C302E303030303030
03-04-2017 12:20:33.686,696,RECV,2C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C35372C32322E31302C33322E39
03-04-2017 12:20:33.736,697,RECV,300D0A
03-04-2017 12:20:35.648,698,RECV,2474726B2C31313A32303A33352E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C30
03-04-2017 12:20:35.698,699,RECV,2E30302C302E30302C302E303030302C302C302C302C35382C32322E32302C33332E30300D0A
03-04-2017 12:20:37.763,700,RECV,2474726B2C31
03-04-2017 12:20:37.813,701,RECV,313A32303A33352E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30
03-04-2017 12:20:37.898,702,RECV,302C302E30302C302E303030302C302C302C302C35392C32322E32302C33332E33300D0A
03-04-2017 12:20:39.626,703,RECV,2474726B2C31313A32303A33382E30302C302E303030
03-04-2017 12:20:39.676,704,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C30
03-04-2017 12:20:39.734,705,RECV,2C302C36302C32322E32302C33332E37300D0A
03-04-2017 12:20:41.588,706,RECV,2474726B2C31313A32303A
03-04-2017 12:20:41.638,707,RECV,33382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E3030
03-04-2017 12:20:41.732,708,RECV,2C302E303030302C302C302C302C36312C2C0D0A
03-04-2017 12:20:43.651,709,RECV,2474726B2C31313A32303A34322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E
03-04-2017 12:20:43.701,710,RECV,30302C302E303030302C302C302C302C36322C32322E32302C33342E33300D0A
03-04-2017 12:20:45.615,711,RECV,2474726B2C31313A32303A
03-04-2017 12:20:45.666,712,RECV,34322E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30
03-04-2017 12:20:45.742,713,RECV,302C302E303030302C302C302C302C36332C32322E33302C33352E30300D0A
03-04-2017 12:20:47.630,714,RECV,2474726B2C31313A32303A34362E30302C302E303030302C302E3030
03-04-2017 12:20:47.681,715,RECV,30302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C3634
03-04-2017 12:20:47.772,716,RECV,2C32322E33302C33352E35300D0A
03-04-2017 12:20:49.642,717,RECV,2474726B2C31313A32303A34362E30302C302E303030302C302E303030302C302E3030303030302C302E303030
03-04-2017 12:20:49.692,718,RECV,3030302C302E30302C302E30302C302E303030302C302C302C302C36352C32322E33302C33352E36300D0A
03-04-2017 12:20:51.655,719,RECV,2474726B2C31313A32303A35302E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E
03-04-2017 12:20:51.706,720,RECV,303030302C302C302C302C36362C32322E33302C33342E37300D0A
03-04-2017 12:20:53.616,721,RECV,2474726B2C31313A32303A35302E30302C
03-04-2017 12:20:53.666,722,RECV,302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E3030
03-04-2017 12:20:53.743,723,RECV,30302C302C302C302C36372C32322E33302C33342E32300D0A
03-04-2017 12:20:55.630,724,RECV,2474726B2C31313A32303A35342E30302C302E303030302C302E303030302C302E
03-04-2017 12:20:55.682,725,RECV,3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C36382C32322E33
03-04-2017 12:20:55.733,726,RECV,302C33342E32300D0A
03-04-2017 12:20:57.595,727,RECV,2474726B2C31313A32303A35342E30302C302E30303030
03-04-2017 12:20:57.646,728,RECV,2C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C30
03-04-2017 12:20:57.706,729,RECV,2C302C36392C2C0D0A
03-04-2017 12:20:59.608,730,RECV,2474726B2C
03-04-2017 12:20:59.658,731,RECV,31313A32303A35382E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E
03-04-2017 12:20:59.734,732,RECV,30302C302E30302C302E303030302C302C302C302C37302C32322E33302C33342E30300D0A
03-04-2017 12:21:01.617,733,RECV,2474726B2C31313A32303A35382E30302C302E303030
03-04-2017 12:21:01.668,734,RECV,302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C
03-04-2017 12:21:01.718,735,RECV,302C302C37312C32322E33302C33342E31300D0A
03-04-2017 12:21:03.631,736,RECV,2474726B2C31313A32313A322E30302C302E303030302C302E303030302C302E3030303030302C30
03-04-2017 12:21:03.681,737,RECV,2E3030303030302C302E30302C302E30302C302E303030302C302C302C302C37322C32322E33302C33342E36300D
03-04-2017 12:21:03.761,738,RECV,0A
03-04-2017 12:21:05.642,739,RECV,2474726B2C31313A32313A322E30302C302E303030302C302E303030302C302E3030303030302C302E
03-04-2017 12:21:05.692,740,RECV,3030303030302C302E30302C302E30302C302E303030302C302C302C302C37332C32322E33302C33332E37300D0A
03-04-2017 12:21:07.604,741,RECV,2474726B2C31313A32313A36
03-04-2017 12:21:07.654,742,RECV,2E30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C
03-04-2017 12:21:07.722,743,RECV,302E303030302C302C302C302C37342C32322E33302C33332E35300D0A
03-04-2017 12:21:09.614,744,RECV,2474726B2C31313A32313A362E
03-04-2017 12:21:09.665,745,RECV,30302C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C37352C
03-04-2017 12:21:09.758,746,RECV,32322E33302C33332E33300D0A
03-04-2017 12:21:11.627,747,RECV,2474726B2C31313A32313A31312E30302C302E303030302C302E3030
03-04-2017 12:21:11.677,748,RECV,30302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030302C302C302C302C3736
03-04-2017 12:21:11.750,749,RECV,2C32322E33302C33332E33300D0A
03-04-2017 12:21:13.592,750,RECV,2474726B2C31313A32313A31312E30302C30
03-04-2017 12:21:13.643,751,RECV,2E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E303030
03-04-2017 12:21:13.732,752,RECV,302C302C302C302C37372C2C0D0A
03-04-2017 12:21:15.606,753,RECV,2474726B2C31313A32313A31342E3030
03-04-2017 12:21:15.657,754,RECV,2C302E303030302C302E303030302C302E3030303030302C302E3030303030302C302E30302C302E30302C302E30
